data,hora,natureza_acidente,situacao,bairro,endereco,detalhe_endereco_acidente,complemento,bairro_cruzamento,sentido_via,tipo,descricao,auto,moto,ciclom,ciclista,pedestre,onibus,caminhao,viatura,outros,vitimas,vitimasfatais,acidente_verificado,tempo_clima,situacao_semaforo,sinalizacao,condicao_via,conservacao_via,ponto_controle,situacao_placa,velocidade_max_via,mao_direcao,divisao_via1,natureza,ano,mes,dia,dia_semana,hora_ocorrencia
2020-02-05,15:51:00,SEM VÍTIMA,FINALIZADA,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,Não informado,CAIXA ECONOMICA FEDERAL,IMBIRIBEIRA,CIDADE,ABALROAMENTO LONGITUDINAL,COLISAO SEM VITIMAS,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,60.0,Dupla,Canteiro central,Não informado,2020,2,5,2,15.0
2020-02-05,16:14:00,SEM VÍTIMA,FINALIZADA,PINA,RUA CONSUL JOSEPH NOUJAIM,AV REPUBLICA DO LIBANO,Não informado,PINA,Não informado,ABALROAMENTO LONGITUDINAL,ENTRE DOIS AUTOS S/V,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Outras,60.0,Única,Faixa seccionada,Não informado,2020,2,5,2,16.0
2020-02-05,16:34:00,SEM VÍTIMA,FINALIZADA,IMBIRIBEIRA,RUA ITACARI,RUA ITAJAI,Não informado,IMBIRIBEIRA,Não informado,ABALROAMENTO TRANSVERSAL,COLISAO SEM VITIMAS,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruzamento,Bom,Não existe,Incompleta,Seca,Perfeito estado,Faixa de retenção,Placas Pare,60.0,Única,Não existe,Não informado,2020,2,5,2,16.0
2020-02-05,16:38:00,SEM VÍTIMA,FINALIZADA,SANTO AMARO,AV GOVERNADOR AGAMENON MAGALHAES,RUA ALUISIO DE AZEVEDO,Não informado,SANTO AMARO,Não informado,ABALROAMENTO LONGITUDINAL,COLISAO SEM VITIMAS,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Não informado,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Placas Pare,60.0,Dupla,Não existe,Não informado,2020,2,5,2,16.0
2020-02-05,18:51:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,AV FERNANDO SIMOES BARBOSA,Não informado,CANAL DA CONSTRUÇÃO E CONDOMÍNIOS,BOA VIAGEM,SUBURBIO,ABALROAMENTO LONGITUDINAL,CAMINHAO X PEUGEOT X CARRTA,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,R-6a,60.0,Única,Faixa seccionada,Não informado,2020,2,5,2,18.0
2020-02-05,19:10:00,SEM VÍTIMA,FINALIZADA,NOVA DESCOBERTA,RUA CORREGO DO JOAQUIM,Não informado,CORREGO DE INACIO,NOVA DESCOBERTA,SUBURBIO,ABALROAMENTO LONGITUDINAL,ENTRE ÕNIBUS E MOTO. S/V,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Não existe,Não existente,Seca,Mal iluminada,Não existe,Não há placas,60.0,Dupla,Não existe,Não informado,2020,2,5,2,19.0
2020-02-05,19:12:00,SEM VÍTIMA,FINALIZADA,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,Não informado,LADO OPOSTO DA LOJA FERROT,IMBIRIBEIRA,SUBURBIO,COLISÃO TRASEIRA,FIAT UNO X ONIX X PRISMA X SIENA,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,60.0,Dupla,Faixa seccionada,Não informado,2020,2,5,2,19.0
2020-02-05,21:37:00,SEM VÍTIMA,FINALIZADA,ESPINHEIRO,AV GOVERNADOR AGAMENON MAGALHAES,Não informado,Não informado,ESPINHEIRO,CIDADE,ABALROAMENTO LONGITUDINAL,ENTRE 2 AUTOS. S/V,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não informado,Não informado,60.0,Dupla,Faixa seccionada,Não informado,2020,2,5,2,21.0
2020-02-05,21:46:00,SEM VÍTIMA,FINALIZADA,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,RUA DR VALDIR PESSOA,FORD GRANVIA,IMBIRIBEIRA,Não informado,ABALROAMENTO LONGITUDINAL,MOTO X ONIX,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,60.0,Única,Faixa contínua,Não informado,2020,2,5,2,21.0
2020-02-06,00:53:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,AV CONSELHEIRO AGUIAR,Não informado,ESPAÇO COSTA,BOA VIAGEM,CIDADE,CHOQUE OBJETO FIXO,AUTO CHOCOU-SE EM UM POSTE S/V,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Não informado,Não informado,Seca,Não informado,Não existe,Não há placas,60.0,Única,Faixa seccionada,Não informado,2020,2,6,3,0.0
2020-02-06,03:51:00,SEM VÍTIMA,FINALIZADA,GUABIRABA,AV DA RECUPERACAO,Não informado,UPINHA DA GUABIRABA / EM FRENTE DAL MOTOS,GUABIRABA,Não informado,COLISÃO FRONTAL,COLISÃO ENTRE DOIS AUTOS- S/V,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Não existe,Incompleta,Seca,Mal iluminada,Não existe,Não há placas,60.0,Dupla,Faixa seccionada,Não informado,2020,2,6,3,3.0
2020-02-06,07:08:00,SEM VÍTIMA,FINALIZADA,MUSTARDINHA,AV MANOEL GONCALVES DA LUZ,RUA JOSE MOREIRA REIS,REDE TEM SUPERMERCADOS,MUSTARDINHA,Não informado,ABALROAMENTO TRANSVERSAL,SEM VITIMAS,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Cruzamento,Bom,Não existe,Não informado,Seca,Não informado,Faixa de pedestre,Outras,60.0,Dupla,Faixa seccionada,Não informado,2020,2,6,3,7.0
2020-02-06,07:29:00,SEM VÍTIMA,FINALIZADA,VÁRZEA,AV PREFEITO ANTONIO PEREIRA,Não informado,TERMINAL RODOVIÁRIO DO RECIFE,VÁRZEA,Não informado,ABALROAMENTO LONGITUDINAL,GM ANTONIO E JONATHAN P.O  DOIS AUTOS,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Agente,R-6a,60.0,Única,Não existe,Não informado,2020,2,6,3,7.0
2020-02-06,07:59:00,SEM VÍTIMA,FINALIZADA,ILHA DO LEITE,RUA ANTONIO GOMES DE FREITAS,1 TRV JUSTICA E PAZ,APÓS O SEOPE,ILHA DO LEITE,CIDADE,CHOQUE OBJETO FIXO,Não informado,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Outras,40.0,Única,Faixa seccionada,Não informado,2020,2,6,3,7.0
2020-02-06,08:19:00,SEM VÍTIMA,FINALIZADA,AFOGADOS,RUA DA PAZ,Não informado,EM FRENTE AO BANCO BRADESCO,AFOGADOS,Não informado,ABALROAMENTO LONGITUDINAL,SEM VITIMAS,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de retenção,Não informado,60.0,Única,Não existe,Não informado,2020,2,6,3,8.0
2020-02-06,08:31:00,SEM VÍTIMA,FINALIZADA,IMBIRIBEIRA,RUA ARQUITETO LUIZ NUNES,AV ENGENHEIRO ALVES DE SOUZA,FARMÁCIA DROGASIL,IMBIRIBEIRA,SUBURBIO,COLISÃO FRONTAL,MOTO E AUTO,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Agente,Não há placas,40.0,Dupla,Faixa contínua,Não informado,2020,2,6,3,8.0
2020-02-06,08:32:00,SEM VÍTIMA,FINALIZADA,IBURA,RUA RIO BRIGIDA,RUA RIBEIRAO DAS NEVES,ASSEMBLEIA DE DEUS,IBURA,SUBURBIO,ABALROAMENTO TRANSVERSAL,COLISAO S/ VITIMA. ENTRE ONIBUS E VEICULO,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Não existe,Incompleta,Seca,Perfeito estado,Não existe,Não há placas,60.0,Dupla,Faixa seccionada,Não informado,2020,2,6,3,8.0
2020-02-06,08:47:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA DR VICENTE GOMES,RUA SETUBAL,SOB O SEMÁFORO DE Nº 060,BOA VIAGEM,CIDADE,COLISÃO TRASEIRA,AUTO E MOTO / GM RODRIDO PAULINO NO QTH P.O,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruzamento,Bom,Sem defeito,Não informado,Seca,Perfeito estado,Agente,Não há placas,60.0,Única,Não existe,Não informado,2020,2,6,3,8.0
2020-02-06,08:52:00,SEM VÍTIMA,FINALIZADA,DERBY,RUA JOAQUIM NABUCO,AV GOVERNADOR AGAMENON MAGALHAES,AO LADO DO HOSPITAL DA RESTAURAÇÃO,DERBY,Não informado,COLISÃO TRASEIRA,DOIS AUTOS  PONTO FIXO GM´S EVERTON SILVA E EVANDRO RAMOS,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Agente,Outras,60.0,Única,Faixa seccionada,Não informado,2020,2,6,3,8.0
2020-02-06,09:01:00,SEM VÍTIMA,FINALIZADA,BAIRRO DO RECIFE,CAIS DO APOLO,RUA MADRE DEUS,EM FRENTE AO BANCO DO BRASIL,BAIRRO DO RECIFE,CIDADE,ABALROAMENTO LONGITUDINAL,SEM VITIMAS/ GM ANA LUISA-GM JAMERSOM ZONA AZUL FAZENDO B.O,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,30.0,Única,Não existe,Não informado,2020,2,6,3,9.0
2020-02-06,09:09:00,COM VÍTIMA,FINALIZADA,SANCHO,RUA APRIGIO GUIMARAES,RUA DO SANCHO,NA RUA DO HOSPITAL OTAVIO DE FREITAS,SANCHO,Não informado,ABALROAMENTO LONGITUDINAL,MOTO E AUTO,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Cruzamento,Bom,Não existe,Incompleta,Seca,Perfeito estado,Não existe,Não há placas,60.0,Dupla,Faixa seccionada,Não informado,2020,2,6,3,9.0
2020-02-06,09:21:00,COM VÍTIMA,FINALIZADA,JIQUIÁ,AV DR JOSE RUFINO,RUA MORAIS E SILVA,EM FRENTE A GALERIA MARGARIDA,JIQUIÁ,SUBURBIO,COLISÃO TRASEIRA,AUTO E MOTO / VT 17 LINDENBERG NO QTH,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,60.0,Dupla,Faixa seccionada,Não informado,2020,2,6,3,9.0
2020-02-06,09:22:00,SEM VÍTIMA,FINALIZADA,TORRE,RUA CONDE DE IRAJA,Não informado,1º IGREJA EVANGÉLICA BATISTA DA TORRE,TORRE,Não informado,COLISÃO TRASEIRA,SEM VITIMAS,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,40.0,Única,Faixa seccionada,Não informado,2020,2,6,3,9.0
2020-02-06,09:48:00,SEM VÍTIMA,CANCELADA,TORRE,RUA REAL DA TORRE,RUA CONDE DE IRAJA,EM FRENTE AO EXTRABOM,TORRE,Não informado,COLISÃO,SEM VITIMAS,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,60.0,Não informado,Não informado,Não informado,2020,2,6,3,9.0
2020-02-06,09:55:00,COM VÍTIMA,CANCELADA,IMBIRIBEIRA,RUA ANTONIO FALCAO,Não informado,EM FRENTE A ESTAÇÃO ANTONIO FALCÃO,IMBIRIBEIRA,Não informado,COLISÃO,COM UMA VITIMA /SAMU NO LOCAL,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,60.0,Não informado,Não informado,Não informado,2020,2,6,3,9.0
2020-02-06,10:08:00,SEM VÍTIMA,FINALIZADA,IPSEP,AV PRESIDENTE DUTRA,Não informado,EMPRESARIAL MV - VIADUTO TANCREDO NEVES,IPSEP,Não informado,COLISÃO TRASEIRA,DOIS AUTOS,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,60.0,Dupla,Canteiro central,Não informado,2020,2,6,3,10.0
2020-02-06,10:14:00,COM VÍTIMA,FINALIZADA,ROSARINHO,RUA CAPITAO SAMPAIO XAVIER,RUA RICARDO HARDMAN,EM FRENTE A TMED TECNOLOGIA MEDICA,ROSARINHO,CIDADE,ABALROAMENTO LONGITUDINAL,AUTO E MOTO,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Placas Pare,60.0,Não informado,Faixa contínua,Não informado,2020,2,6,3,10.0
2020-02-06,10:25:00,COM VÍTIMA,FINALIZADA,IMBIRIBEIRA,AV GENERAL MAC ARTHUR,AV SUL,EMBAIXO DA ESTAÇÃO ANTONIO FALCÃO,IMBIRIBEIRA,CIDADE,ABALROAMENTO TRANSVERSAL,COM UMA VITIMA /SOCORRIDA PELO SAMU,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Placas Pare,60.0,Única,Faixa,Não informado,2020,2,6,3,10.0
2020-02-06,10:33:00,SEM VÍTIMA,FINALIZADA,TORRE,RUA REAL DA TORRE,Não informado,EM FRENTE AO POSTO SHELL,TORRE,CIDADE,ABALROAMENTO LONGITUDINAL,CAMINHÃO E AUTO VT- 01 GM´S RICARDO E KELLY NO LOCAL,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não informado,Outras,60.0,Única,Faixa seccionada,Não informado,2020,2,6,3,10.0
2020-02-06,11:17:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA JOAO CARDOSO AIRES,RUA ALMIRANTE BATISTA LEAO,Não informado,BOA VIAGEM,Não informado,ABALROAMENTO TRANSVERSAL,DOIS AUTOS,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,40.0,Única,Faixa seccionada,Não informado,2020,2,6,3,11.0
2020-02-06,11:24:00,SEM VÍTIMA,FINALIZADA,ROSARINHO,RUA REGUEIRA COSTA,Não informado,EM FRENTE AO SEU REGUEIRA,ROSARINHO,CIDADE,CHOQUE VEÍCULO PARADO,COLISAO S/ VITIMA. ENTRE DOIS VEICULOS,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Longo da via,Bom,Não existe,Não existente,Seca,Perfeito estado,Não existe,Não há placas,60.0,Única,Canteiro central,Não informado,2020,2,6,3,11.0
2020-02-06,11:29:00,SEM VÍTIMA,CANCELADA,TORRE,AV BEIRA RIO,Não informado,PONTE DA TORRE,TORRE,Não informado,ENGAVETAMENTO,SEM VITIMAS,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,60.0,Não informado,Não informado,Não informado,2020,2,6,3,11.0
2020-02-06,12:16:00,SEM VÍTIMA,FINALIZADA,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,Não informado,EM FRENTE A UPA IMBIRIBEIRA,IMBIRIBEIRA,CIDADE,COLISÃO TRASEIRA,COLISÃO S/VITIMAS ENTRE TRES AUTOS,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,60.0,Dupla,Faixa contínua,Não informado,2020,2,6,3,12.0
2020-02-06,12:18:00,COM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA MARIO SOUTO MAIOR,Não informado,EDF SENZADA DO SUASSUNA,BOA VIAGEM,SUBURBIO,ABALROAMENTO TRANSVERSAL,COLISÃO COM VÍTIMA,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Placas Pare,60.0,Dupla,Faixa seccionada,Não informado,2020,2,6,3,12.0
2020-02-06,12:26:00,SEM VÍTIMA,CANCELADA,ILHA DO RETIRO,RUA BENFICA,Não informado,SAIDA DO TUNEL CHICO SCIENCE,ILHA DO RETIRO,Não informado,COLISÃO,COLISÃO SEM VITIMA,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,60.0,Não informado,Não informado,Não informado,2020,2,6,3,12.0
2020-02-06,12:31:00,SEM VÍTIMA,FINALIZADA,SANTO AMARO,AV CRUZ CABUGA,BEC DOS CASADOS,AO LADO DA PRAÇA GENERAL CARLOS PINTO,SANTO AMARO,CIDADE,COLISÃO TRASEIRA,COLISÃO S/VITIMAS ENTRE UM ONIBUS E UM AUTO (GM RONILDO E HENRIQUE PEREIRA NO QTH),1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Agente,Não informado,60.0,Dupla,Blocos,Não informado,2020,2,6,3,12.0
2020-02-06,13:27:00,SEM VÍTIMA,FINALIZADA,IMBIRIBEIRA,VIADUTO TANCREDO NEVES,Não informado,Não informado,IMBIRIBEIRA,SUBURBIO,COLISÃO TRASEIRA,COLISÃO S/VITIMAS ENTRE DOIS AUTOS,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Viaduto,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,60.0,Dupla,Faixa seccionada,Não informado,2020,2,6,3,13.0
2020-02-06,13:48:00,SEM VÍTIMA,CANCELADA,ÁGUA FRIA,RUA SAO SEBASTIAO,Não informado,PROX AO MERCADO DE ÁGUA FRIA,ÁGUA FRIA,Não informado,COLISÃO,COLISÃO S/VITIMAS ENTRE DOIS AUTOS,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,60.0,Não informado,Não informado,Não informado,2020,2,6,3,13.0
2020-02-06,14:21:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,AV ENGENHEIRO DOMINGOS FERREIRA,RUA ARTUR MUNIZ,SPETTUS STEAK HOUSE,BOA VIAGEM,SUBURBIO,COLISÃO TRASEIRA,COLISAO SEM VITIMAS,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,60.0,Única,Faixa seccionada,Não informado,2020,2,6,3,14.0
2020-02-06,14:21:00,SEM VÍTIMA,FINALIZADA,ESPINHEIRO,AV GOVERNADOR AGAMENON MAGALHAES,Não informado,EM FRENTE AO CIRCULO MILITAR,ESPINHEIRO,Não informado,COLISÃO TRASEIRA,SEM VITIMAS,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Outros,Outras,60.0,Dupla,Faixa contínua,Não informado,2020,2,6,3,14.0
2020-02-06,14:22:00,COM VÍTIMA,FINALIZADA,IPSEP,AV RECIFE,Não informado,AO LADO DA MARAVILHA MOTOS/ SENTIDO CEASA,IPSEP,CIDADE,ABALROAMENTO LONGITUDINAL,COLISÃO COM VÍTIMA/ COELHO DE PO ESTA NO LOCAL,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Agente,R-6a,60.0,Dupla,Canteiro central,Não informado,2020,2,6,3,14.0
2020-02-06,15:03:00,COM VÍTIMA,FINALIZADA,BAIRRO DO RECIFE,CAIS DO APOLO,Não informado,E/F AO TRIBUNAL REGIONAL FEDERAL,BAIRRO DO RECIFE,SUBURBIO,ABALROAMENTO LONGITUDINAL,COLISAO COM VITIMAS,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Longo da via,Bom,Não existe,Incompleta,Seca,Perfeito estado,Não existe,Não há placas,60.0,Dupla,Canteiro central,Não informado,2020,2,6,3,15.0
2020-02-06,15:10:00,SEM VÍTIMA,FINALIZADA,BARRO,AV DR JOSE RUFINO,Não informado,AO LADO DO COLÉGIO,BARRO,SUBURBIO,ABALROAMENTO TRANSVERSAL,COLISÃO SEM VÍTIMA,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,60.0,Dupla,Faixa contínua,Não informado,2020,2,6,3,15.0
2020-02-06,15:37:00,SEM VÍTIMA,FINALIZADA,TAMARINEIRA,EST DO ARRAIAL,Não informado,EM FRENTE AO EXTRA BOM,TAMARINEIRA,SUBURBIO,ABALROAMENTO LONGITUDINAL,COLISÃO SEM VÍTIMA,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,60.0,Única,Faixa seccionada,Não informado,2020,2,6,3,15.0
2020-02-06,15:58:00,SEM VÍTIMA,FINALIZADA,SÃO JOSÉ,AV SUL,RUA PADRE JOSE DE SA LEITAO,Não informado,SÃO JOSÉ,CIDADE,COLISÃO TRASEIRA,COLISÃO S/VITIMAS ENTRE UMA MOTO E UM AUTO,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,60.0,Dupla,Faixa seccionada,Não informado,2020,2,6,3,15.0
2020-02-06,16:00:00,SEM VÍTIMA,FINALIZADA,BOA VISTA,RUA DOM BOSCO,Não informado,AO LADO DO COLÉGIO SALESIANO,BOA VISTA,SUBURBIO,COLISÃO TRASEIRA,COLISÃO SEM VÍTIMA,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não informado,60.0,Única,Faixa seccionada,Não informado,2020,2,6,3,16.0
2020-02-06,16:05:00,COM VÍTIMA,FINALIZADA,PRADO,RUA GOMES TABORDA,Não informado,EM FRENTE A DILUB LUBRIFICANTES,PRADO,CIDADE,CHOQUE VEÍCULO PARADO,COLISÃO COM VÍTIMA,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Outras,40.0,Dupla,Faixa seccionada,Não informado,2020,2,6,3,16.0
2020-02-06,16:16:00,SEM VÍTIMA,FINALIZADA,IBURA,AV DOIS RIOS,RUA RIO XINGU,POSTO DE COMBUSTÍVEL BR,IBURA,SUBURBIO,COLISÃO FRONTAL,COLISÃO S/VITIMAS ENTRE DUAS MOTOS,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,60.0,Dupla,Faixa contínua,Não informado,2020,2,6,3,16.0
2020-02-06,16:20:00,COM VÍTIMA,FINALIZADA,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,Não informado,NO TRECHO ENTRE O AEROPORTO ATÉ A HOTEL IBIS E O EDF. GARAGEM DO AEROPORTO- EMBAIXO DA ALÇA DE RETORNO DO AEROPORTO,IMBIRIBEIRA,SUBURBIO,ABALROAMENTO TRANSVERSAL,COLISÃO COM VÍTIMA ENTRE TRÊS VEICULOS,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não informado,Não há placas,60.0,Única,Não informado,Não informado,2020,2,6,3,16.0
2020-02-06,16:24:00,SEM VÍTIMA,FINALIZADA,JORDÃO,AV MARIA IRENE,Não informado,FRENTE AO ATACAREJO JORDÃO,JORDÃO,CIDADE,COLISÃO TRASEIRA,COLISAO SEM VITIMAS,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,R-6a,60.0,Dupla,Faixa contínua,Não informado,2020,2,6,3,16.0
2020-02-06,16:26:00,COM VÍTIMA,FINALIZADA,ÁGUA FRIA,RUA MANOEL SILVA,Não informado,Não informado,ÁGUA FRIA,CIDADE,ATROPELAMENTO,MOTO E PEDESTRE.,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,Longo da via,Bom,Não existe,Não existente,Seca,Mal conservada,Não existe,Não há placas,60.0,Dupla,Não existe,Não informado,2020,2,6,3,16.0
2020-02-06,16:35:00,SEM VÍTIMA,CANCELADA,AFLITOS,AV CONS ROSA E SILVA,Não informado,LADO OPOSTO DO THE BRITISH COUNTRY CLUB/ NO ESTACIONAMENTO DA PARLA DELI,AFLITOS,Não informado,COLISÃO,SEM VITIMA,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,60.0,Não informado,Não informado,Não informado,2020,2,6,3,16.0
